customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-02892,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.0,586.29,No
CUST-02893,Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.06,185.81,Yes
CUST-02894,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),83.57,4313.39,No
CUST-02895,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,93.48,No
CUST-02896,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.13,0.0,Yes
CUST-02897,Female,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,89.39,5142.06,No
CUST-02898,Female,0,Yes,No,20,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,66.99,1359.32,No
CUST-02899,Female,0,No,Yes,34,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,75.95,2524.15,No
CUST-02900,Male,0,Yes,No,38,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,48.22,1798.45,No
CUST-02901,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,88.62,2564.94,Yes
CUST-02902,Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,102.55,2637.01,No
CUST-02903,Female,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),36.52,1857.06,No
CUST-02904,Female,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.83,110.83,No
CUST-02905,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,81.75,1015.35,No
CUST-02906,Female,0,No,No,13,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.08,746.55,No
CUST-02907,Female,1,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,93.02,1419.1,No
CUST-02908,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.56,65.49,No
CUST-02909,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),84.88,317.65,No
CUST-02910,Male,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,89.13,4400.22,No
CUST-02911,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.04,94.82,Yes
CUST-02912,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.41,365.42,Yes
CUST-02913,Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.72,5159.36,No
CUST-02914,Male,1,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.29,203.47,Yes
CUST-02915,Male,0,Yes,Yes,41,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,87.84,3534.82,No
CUST-02916,Male,0,Yes,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.41,1696.11,No
CUST-02917,Female,0,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,81.18,4789.44,No
CUST-02918,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),88.46,2167.95,Yes
CUST-02919,Female,1,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.3,36.24,No
CUST-02920,Male,0,No,No,0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,71.74,0.0,Yes
CUST-02921,Male,0,Yes,No,0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.58,0.0,Yes
CUST-02922,Female,0,No,No,6,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.96,399.77,Yes
CUST-02923,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.33,706.72,Yes
CUST-02924,Female,0,No,Yes,63,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,63.16,3906.62,Yes
CUST-02925,Male,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.31,134.79,Yes
CUST-02926,Male,0,Yes,No,9,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,55.91,520.51,No
CUST-02927,Female,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,88.19,5641.38,No
CUST-02928,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.63,232.49,Yes
CUST-02929,Male,0,Yes,No,20,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),64.94,1336.35,No
CUST-02930,Female,0,No,Yes,21,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,92.76,1974.65,Yes
CUST-02931,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),83.76,223.63,Yes
CUST-02932,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,85.48,348.84,Yes
CUST-02933,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.83,3161.14,Yes
CUST-02934,Male,1,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.86,5356.1,No
CUST-02935,Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.13,274.03,No
CUST-02936,Male,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),91.19,2040.88,No
CUST-02937,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.22,591.31,Yes
CUST-02938,Female,0,Yes,No,3,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,77.21,189.41,Yes
CUST-02939,Female,1,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.08,1540.19,No
CUST-02940,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.44,1433.44,No
CUST-02941,Female,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,87.91,2670.24,No
CUST-02942,Female,1,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),95.87,3068.28,Yes
CUST-02943,Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),65.77,729.55,No
CUST-02944,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.5,1002.07,No
CUST-02945,Female,0,Yes,Yes,0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,55.66,0.0,No
CUST-02946,Male,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.11,5843.79,No
CUST-02947,Female,0,No,Yes,18,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.13,1340.66,No
CUST-02948,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),67.81,196.69,No
CUST-02949,Female,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,85.2,941.94,Yes
CUST-02950,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),99.26,2095.71,Yes
CUST-02951,Male,0,Yes,No,16,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,57.55,902.33,No
CUST-02952,Female,0,No,No,25,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,73.88,1895.64,No
CUST-02953,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.5,1144.39,Yes
CUST-02954,Male,0,No,No,22,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.35,1985.26,No
CUST-02955,Male,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,98.07,2799.46,No
CUST-02956,Female,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.79,1141.84,No
CUST-02957,Male,0,Yes,No,27,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.8,1506.65,No
CUST-02958,Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,86.78,5278.47,No
CUST-02959,Female,0,No,No,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,87.8,3419.94,Yes
CUST-02960,Male,0,No,No,24,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.26,1266.45,Yes
CUST-02961,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),36.35,808.07,No
CUST-02962,Male,0,No,No,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,62.52,0.0,Yes
CUST-02963,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),82.99,0.0,Yes
CUST-02964,Male,0,Yes,No,29,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,60.72,1748.82,No
CUST-02965,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),87.45,3222.5,No
CUST-02966,Female,1,Yes,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,96.93,1766.72,No
CUST-02967,Male,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.03,321.12,Yes
CUST-02968,Male,0,No,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,87.99,2062.07,Yes
CUST-02969,Female,1,Yes,No,47,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),62.42,2992.51,No
CUST-02970,Female,1,Yes,Yes,24,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),69.25,1678.78,No
CUST-02971,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,89.89,1603.53,No
CUST-02972,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.69,89.86,Yes
CUST-02973,Female,1,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),101.24,3897.07,No
CUST-02974,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.53,96.74,Yes
CUST-02975,Male,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,83.17,1296.99,Yes
CUST-02976,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,85.91,2706.81,Yes
CUST-02977,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.62,393.27,No
CUST-02978,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.05,0.0,No
CUST-02979,Male,0,No,No,32,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.6,1689.33,Yes
CUST-02980,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.22,0.0,No
CUST-02981,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,91.05,5403.05,No
CUST-02982,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.02,7596.9,No
CUST-02983,Female,1,Yes,Yes,11,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),86.05,1015.64,Yes
CUST-02984,Female,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,0.0,No
CUST-02985,Female,1,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.86,336.97,Yes
CUST-02986,Female,1,No,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,82.8,4148.05,No
CUST-02987,Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,85.59,3410.41,No
CUST-02988,Female,0,Yes,Yes,27,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,56.47,1493.39,Yes
CUST-02989,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,64.88,253.97,Yes
CUST-02990,Male,1,No,No,57,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,90.49,5116.32,No
CUST-02991,Male,0,Yes,Yes,59,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,83.45,4911.92,No
CUST-02992,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.4,0.0,Yes
CUST-02993,Male,1,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.68,465.97,Yes
CUST-02994,Female,0,Yes,No,26,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,58.06,1528.07,Yes
CUST-02995,Female,1,No,Yes,29,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,57.04,1668.8,No
CUST-02996,Female,0,Yes,No,6,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,67.63,391.12,No
CUST-02997,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.42,562.07,Yes
CUST-02998,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,88.02,2306.36,Yes
CUST-02999,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),53.66,2683.69,No
CUST-03000,Female,0,No,Yes,8,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.45,537.31,Yes
CUST-03001,Female,1,No,No,22,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),57.36,1273.94,Yes
CUST-03002,Female,0,Yes,Yes,9,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.56,839.6,No
CUST-03003,Female,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.4,127.65,No
CUST-03004,Female,1,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.78,1183.29,No
CUST-03005,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),89.36,2751.81,No
CUST-03006,Male,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),73.2,3272.73,No
CUST-03007,Female,1,Yes,Yes,47,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),89.98,4239.35,No
CUST-03008,Male,0,No,No,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,67.38,1870.66,No
CUST-03009,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.67,29.43,No
CUST-03010,Female,0,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,53.99,1017.18,No
CUST-03011,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,86.55,4786.87,No
CUST-03012,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.89,1508.84,No
CUST-03013,Male,0,No,No,39,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),68.2,2632.84,No
CUST-03014,Female,0,No,Yes,33,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,88.04,2919.48,Yes
CUST-03015,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.43,573.71,No
CUST-03016,Male,0,No,Yes,18,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,56.52,971.45,No
CUST-03017,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.83,122.89,Yes
CUST-03018,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),61.55,484.09,No
CUST-03019,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),78.79,2801.06,No
CUST-03020,Female,0,No,No,61,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,59.33,3612.07,No
CUST-03021,Male,1,No,No,72,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,100.22,7225.17,Yes
CUST-03022,Male,0,No,Yes,6,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),50.69,212.22,Yes
CUST-03023,Male,0,No,No,5,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,88.5,389.11,No
CUST-03024,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.86,396.93,No
CUST-03025,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,95.23,4122.92,Yes
CUST-03026,Female,1,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.68,496.44,No
CUST-03027,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.34,53.48,No
CUST-03028,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,89.67,5172.3,No
CUST-03029,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.28,1231.06,Yes
CUST-03030,Female,0,No,No,57,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,50.02,2878.83,No
CUST-03031,Female,0,No,No,26,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,56.55,1532.57,No
CUST-03032,Male,1,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.91,984.54,No
CUST-03033,Female,0,Yes,No,35,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,87.77,3067.83,No
CUST-03034,Male,0,No,No,6,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),64.38,376.58,No
CUST-03035,Male,0,No,No,16,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,53.01,853.64,Yes
CUST-03036,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),98.61,293.14,No
CUST-03037,Female,0,No,No,4,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,55.75,248.39,No
CUST-03038,Male,0,No,No,37,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,59.52,2220.45,No
CUST-03039,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.98,0.0,Yes
CUST-03040,Male,0,No,Yes,30,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,59.07,1740.76,No
CUST-03041,Male,1,Yes,Yes,57,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,87.79,5020.0,No
CUST-03042,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.61,194.08,No
CUST-03043,Male,1,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,92.23,3543.97,No
CUST-03044,Female,0,Yes,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,71.76,2144.04,Yes
CUST-03045,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),98.1,2184.6,Yes
CUST-03046,Female,1,No,No,31,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,93.76,2865.63,Yes
CUST-03047,Female,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,87.68,1225.08,Yes
CUST-03048,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.23,791.35,Yes
CUST-03049,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),90.31,511.32,Yes
CUST-03050,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),89.45,3827.07,No
CUST-03051,Female,1,Yes,Yes,17,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.79,856.96,No
CUST-03052,Male,0,No,No,30,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.58,2227.79,No
CUST-03053,Female,0,Yes,No,60,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,64.9,3906.66,No
CUST-03054,Male,0,No,No,29,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),88.91,2617.42,No
CUST-03055,Female,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.7,326.06,No
CUST-03056,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,88.15,302.81,No
CUST-03057,Female,1,No,Yes,0,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),56.73,0.0,Yes
CUST-03058,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.76,1762.98,Yes
CUST-03059,Male,1,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.4,603.59,No
CUST-03060,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,52.56,548.18,Yes
CUST-03061,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.73,642.72,No
CUST-03062,Male,0,Yes,No,2,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,76.93,181.0,Yes
CUST-03063,Male,0,No,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.37,1128.33,No
CUST-03064,Male,1,Yes,No,33,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,65.65,2164.89,Yes
CUST-03065,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.36,2180.96,Yes
CUST-03066,Female,0,No,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,71.83,2243.07,No
CUST-03067,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,85.16,4195.02,Yes
CUST-03068,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.33,543.16,Yes
